name,blood_group,latitude,longitude,availability,donation_count,Gender,last_donated,next_eligible,role,eligibility_status,password,contact,password
Anya Sibal,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457190,123
Onkar Varty,O Positive,17.3922792,78.4602749,Active,3,Male,2024-11-03,2025-02-01,Bridge Donor,eligible,123456,6123457191,123
Shlok Kadakia,O Negative,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457192,123
Romil Bose,O Negative,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457193,123
Inaaya  Char,O Negative,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457194,123
Shayak Chacko,O Negative,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457195,123
Rania Chandra,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457196,123
Kabir Jhaveri,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457197,123
Krish Dara,AB Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457198,123
Keya Madan,O Positive,17.3922792,78.4602749,Active,5,Male,2024-11-15,2025-09-01,Bridge Donor,not eligible,123456,6123457199,123
Ishita Mani,A Positive,28.5148961,77.1123674,Active,,Male,,,Emergency Donor,eligible,123456,6123457200,123
Rohan Tripathi,O Negative,17.3922792,78.4602749,Inactive,1,Female,2022-01-02,2022-05-02,Emergency Donor,eligible,123456,6123457201,123
Vritika Dayal,O Negative,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457202,123
Ela Kannan,O Negative,17.3922792,78.4602749,Inactive,1,Male,2025-01-02,2025-04-02,Emergency Donor,eligible,123456,6123457203,123
Kabir Acharya,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457204,123
Jayant Wagle,A Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457205,123
Elakshi Roy,B Positive,17.3877306,78.4764393,Active,,Female,,,Emergency Donor,eligible,123456,6123457206,123
Divyansh Lad,O Positive,17.3922792,78.4602749,Inactive,1,Male,2025-05-17,2025-08-15,Emergency Donor,eligible,123456,6123457207,123
Tanya Dalal,O Positive,17.3922792,78.4602749,Inactive,1,Male,2022-01-02,2022-04-02,Emergency Donor,eligible,123456,6123457208,123
Anaya Sachdev,O Positive,17.3922792,78.4602749,Inactive,2,Male,2025-02-09,2025-05-10,Bridge Donor,eligible,123456,6123457209,123
Mannat Agrawal,O Positive,17.3922792,78.4602749,Active,,Male,,,Bridge Donor,eligible,123456,6123457210,123
Shanaya Kibe,A Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457211,123
Shamik Gopal,O Positive,17.3922792,78.4602749,Inactive,1,Male,2022-01-09,2022-04-09,Emergency Donor,eligible,123456,6123457212,123
Trisha Kade,AB Negative,17.3922792,78.4602749,Inactive,1,Male,2022-01-07,2022-04-07,Bridge Donor,eligible,123456,6123457213,123
Aarav Dass,B Positive,17.3877306,78.4764393,Active,,Male,,,Emergency Donor,eligible,123456,6123457214,123
Yasmin Butala,A Positive,17.3922792,78.4602749,Active,,Male,,,Bridge Donor,eligible,123456,6123457215,123
Vardaniya Varughese,B Positive,17.3922792,78.4602749,Inactive,4,Male,2023-11-12,2024-02-10,Emergency Donor,eligible,123456,6123457216,123
Navya Varma,O Positive,17.3922792,78.4602749,Inactive,1,Female,2021-11-01,2022-03-01,Emergency Donor,eligible,123456,6123457217,123
Ira Soni,O Positive,17.3922792,78.4602749,Active,,Male,,,Bridge Donor,eligible,123456,6123457218,123
Neelofar Sur,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457219,123
Elakshi Kumer,B Positive,17.3922792,78.4602749,Inactive,1,Female,2021-12-01,2022-03-31,Emergency Donor,eligible,123456,6123457220,123
Fateh Keer,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457221,123
Parinaaz Sodhi,AB Negative,17.3922792,78.4602749,Inactive,3,Male,2025-08-01,2025-10-30,Bridge Donor,not eligible,123456,6123457222,123
Nitara Bath,O Positive,17.0678365,79.8061774,Active,,Female,,,Emergency Donor,eligible,123456,6123457223,123
Anahi Edwin,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457224,123
Vihaan Bajwa,A Positive,17.3922792,78.4602749,Inactive,2,Male,2025-05-07,2025-08-05,Bridge Donor,eligible,123456,6123457225,123
Vidur Dugar,O Negative,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457226,123
Emir Zacharia,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457227,123
Yuvraj  Baral,B Positive,17.3922792,78.4602749,Inactive,2,Female,2025-01-20,2025-05-20,Bridge Donor,eligible,123456,6123457228,123
Indrajit Saini,B Positive,17.3922792,78.4602749,Active,5,Male,2025-06-01,2025-08-30,Bridge Donor,not eligible,123456,6123457229,123
Lakshit Issac,A Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457230,123
Emir Gera,B Positive,17.3922792,78.4602749,Active,3,Male,2024-12-13,2025-03-13,Bridge Donor,eligible,123456,6123457231,123
Miraan Sachar,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457232,123
Samaira Dhawan,B Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457233,123
Hridaan Savant,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457234,123
Riaan Khare,B Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457235,123
Sumer Chacko,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457236,123
Saksham Sampath,A Positive,17.3922792,78.4602749,Active,1,Female,2025-01-18,2025-05-18,Emergency Donor,eligible,123456,6123457237,123
Sumer Jani,B Positive,17.3922792,78.4602749,Inactive,1,Female,2024-06-21,2024-10-19,Emergency Donor,eligible,123456,6123457238,123
Anya Master,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457239,123
Shayak Sankaran,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457240,123
Zoya Shukla,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,not eligible,123456,6123457241,123
Neysa Bajaj,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457242,123
Ishita Krish,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457243,123
Kaira Bhatnagar,A Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457244,123
Priyansh Borde,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457245,123
Drishya Verma,O Positive,17.3922792,78.4602749,Inactive,1,Male,2022-03-11,2022-06-09,Emergency Donor,eligible,123456,6123457246,123
Saksham Khalsa,A Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457247,123
Hiran Sani,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457248,123
Aayush Gokhale,A Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457249,123
Anika Sarkar,B Positive,17.3922792,78.4602749,Inactive,1,Male,2022-03-11,2022-06-09,Emergency Donor,eligible,123456,6123457250,123
Hrishita Devi,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457251,123
Mamooty Rattan,B Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457252,123
Saira Gour,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457253,123
Saanvi Tiwari,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457254,123
Veer Bhat,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457255,123
Biju Aggarwal,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457256,123
Jivin Upadhyay,B Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457257,123
Veer Kala,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457258,123
Dhruv Hari,A Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457259,123
Lagan Edwin,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457260,123
Pari Krishna,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457261,123
Ritvik Verma,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457262,123
Jivika Sani,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457263,123
Rania Barman,B Positive,17.3922792,78.4602749,Inactive,1,Male,2022-03-11,2022-06-09,Emergency Donor,eligible,123456,6123457264,123
Divij Majumdar,B Positive,17.3922792,78.4602749,Inactive,1,Female,2024-07-27,2024-11-24,Emergency Donor,eligible,123456,6123457265,123
Nayantara Gupta,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457266,123
Nitara Dhawan,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457267,123
Dhruv Borra,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,not eligible,123456,6123457268,123
Chirag Kohli,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457269,123
Ryan Thaman,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457270,123
Aarush Krishnamurthy,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,not eligible,123456,6123457271,123
Anaya Shere,A Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457272,123
Khushi Chaudhari,O Positive,17.3922792,78.4602749,Active,,Female,,,Bridge Donor,eligible,123456,6123457273,123
Romil Sama,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457274,123
Samarth Upadhyay,B Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457275,123
Keya Chokshi,B Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457276,123
Mohanlal Sarna,A Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457277,123
Ehsaan Srinivasan,O Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457278,123
Vardaniya Tella,O Positive,17.3922792,78.4602749,Active,,Female,,,Emergency Donor,eligible,123456,6123457279,123
Eshani Dutta,O Positive,17.3922792,78.4602749,Inactive,1,Male,2022-01-22,2022-04-22,Emergency Donor,eligible,123456,6123457280,123
Shaan Dhar,AB Positive,17.3922792,78.4602749,Inactive,1,Male,2022-01-31,2022-05-01,Emergency Donor,eligible,123456,6123457281,123
Ivana Tella,B Positive,17.3922792,78.4602749,Active,6,Male,2025-07-25,2025-10-23,Emergency Donor,not eligible,123456,6123457282,123
Neelofar Kapur,B Positive,8.8932118,76.6141396,Active,,Male,,,Emergency Donor,eligible,123456,6123457283,123
Himmat Yogi,A Positive,17.3922792,78.4602749,Active,,Male,,,Emergency Donor,eligible,123456,6123457284,123
Hunar Dua,O Positive,17.3922792,78.4602749,Active,3,Female,2025-01-17,2025-05-17,Emergency Donor,eligible,123456,6123457285,123
Himmat Kari,AB Positive,17.3922792,78.4602749,Inactive,1,Male,2022-03-13,2022-06-11,Bridge Donor,eligible,123456,6123457286,123
Hazel Kara,O Positive,17.3922792,78.4602749,Active,4,Male,2025-04-18,2025-07-17,Bridge Donor,eligible,123456,6123457287,123
Aaina Malhotra,O Positive,17.3922792,78.4602749,Inactive,2,Male,2025-01-18,2025-08-01,Bridge Donor,eligible,123456,6123457288,123
